fid,full_id,osm_id,osm_type,building,clothes,sells:newspaper,toilets:num_chambers,toilets:handwashing,toilets:access,brewery,theatre:type,generator:place,bench,generator:type,generator:output:electricity,generator:method,diet:local,plant:source,plant:output:electricity,plant:method,abandoned:amenity,automated,service:bicycle:retail,service:bicycle:repair,short_name,second_hand,attraction,grades,material,drinking_water,loc_name,recycling_type,recycling:waste,recycling:organic,recycling:glass,contact:street,contact:postcode,contact:housenumber,contact:city,ruined,residential,mobile,shower,club,name:da,phone_1,phone:mobile,contact:youtube,contact:whatsapp,contact:twitter,contact:linkedin,contact:flickr,ice_cream,payment:bancomat,network,museum,content,service:vehicle:inspection,highway,seamark:type,building:levels:underground,building:flats,payment:contactless,payment:american_express,name:nap,drink:espresso,beds,bus,roof:orientation,location,payment:notes,payment:coins,description:it,water,natural,public_transport,ferry,author,social_facility:for,roof:material,building:colour,disused:cuisine,diet:vegetarian,diet:mediterranean,diet:gluten_free,construction,internet_access:ssid,bar,alt_name_1,addr:state,addr:hamlet,building_1,craft,image,townhall:type,name:fr,building:part,name:bg,branch,ref:vatin,product,industrial,cocktails,operator:type,healthcare:speciality,social_facility,compressed_air,observatory:type,charge,contact:website,contact:mobile,drive_through,dispensing,isced:level,roof:height,roof:colour,military,addr:province,ristorante,holiday,old_name,roof,rooms,reservation,nohousenumber,addr:unit,guest_house,substation,service_times,name:signed,barrier,self_service,fuel:octane_95,fuel:diesel,payment:visa,payment:mastercard,restaurant,abandoned,capacity:disabled,covered,fax,url,stars,smoking,internet_access:fee,shelter_type,disused:amenity,year_of_construction,landuse,surface,government,power,generator:source,official_name,payment:debit_cards,building:use,animal_shelter:adoption,animal_shelter,disused:railway,disused,source:date,ref:mise,addr:interpolation,diocese,office,atm,ruin_type,name:es,name:el,historic:period,description:en,description:de,archaeological_site,alt_name:it,alt_name:es,alt_name:en,alt_name:de,tower:type,tower:construction,defensive,opening_hours:signed,check_date:opening_hours,wikipedia:pl,castle_type,toilets,changing_table,operator:wikipedia,operator:wikidata,operator:short,name:etymology:wikidata,takeaway,outdoor_seating,indoor_seating,brand:wikipedia,brand:wikidata,brand,cuisine,ref,contact:instagram,check_date,internet_access,level,sport,contact:facebook,operator,aeroway,railway,historic:civilization,wikimedia_commons,name:it,name:en,name:de,ruins,roof:levels,description,stroller,shop,payment:credit_cards,payment:cash,air_conditioning,start_date,community:gender,healthcare,emergency,addr:housename,roof:shape,contact:phone,contact:email,building:parts,importance,alt_name,wheelchair,addr:place,addr:country,layer,man_made,height,building:levels,email,leisure,architect,supervised,parking,fee,capacity,access,ele,tourism,information,whc:inscription_date,ref:whc,phone,opening_hours,historic,heritage:operator,heritage,addr:street,addr:postcode,addr:housenumber,addr:city,website,wikipedia,wikidata,type,religion,name,denomination,amenity,pendenza,attraversamenti,fermate,rampe,HubName,dist_ospedale,attraversamenti_norm,fermate_norm,rampe_norm,pendenza_norm,dist_ospedale_norm,IAU,scuole,supermercati,farmacie,parchi,IAU_famiglie,IAU_anziani,wheelchair_norm,IAU_disabili
37048,w672365735,"672365735",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,flat,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70712876319885,,,,"171",2209.97930036414,0,0,0,0.981031902631124,0.869970622477987,0.376701973897923,,,1,,0.0981031902631124,0.520200505021822,0,0.28875650678168
37049,w672365736,"672365736",way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,flat,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55974674224854,1,,,"171",2244.41549696455,1,0,0,0.971558369530572,0.867944487116701,0.474503346973619,,,1,,0.197155836953057,0.517900571329455,0,0.386286816738478
37050,w672365739,"672365739",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96609258651733,4,,,"124",2277.2139308771,1,0,0,0.944821193483141,0.866014713410385,0.468866445708186,,,1,,0.194482119348314,0.512167181378705,0,0.379506034041304
37051,w672365740,"672365740",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46027421951294,1,,,"124",2238.35355539002,1,0,0,0.950441397560967,0.868301155837255,0.470333452887782,,,1,,0.195044139756097,0.513748510679644,0,0.381025407182105
37052,w672365741,"672365741",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.853753864765167,3,,,"171",2127.44255645298,1,0,0,0.990513845947054,0.874826867706932,0.479326799345451,,,1,,0.199051384594705,0.523068142730797,0,0.39136980487211
37053,w672365742,"672365742",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70712876319885,1,,,"171",2097.69112794906,1,0,0,0.981031902631124,0.876577363617965,0.47769298506892,,,1,,0.198103190263112,0.521521853249818,0,0.389086843838679
37054,w672365743,"672365743",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90848684310913,,,,"171",2068.97278455473,0,0,0,0.978794590632121,0.878267075514549,0.327498979453607,,,,,0.0978794590632121,0.371412333229334,0,0.288612001433758
37055,w672365744,"672365744",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61957240104675,,,,"171",2040.21252075084,0,0,0,0.98200475109948,0.879959253897926,0.328394838304585,,,,,0.0982004751099481,0.372392800999481,0,0.289499150469766
37056,w672365745,"672365745",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.853753864765167,,,,"171",2010.66312625601,0,0,0,0.990513845947054,0.881697862658507,0.330357448588187,,,,,0.0990513845947054,0.374442341721112,0,0.291713354619689
37057,w672365746,"672365746",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.853753864765167,4,,,"171",1981.52919906713,1,0,0,0.990513845947054,0.883412026414031,0.480614573151515,,1,,,0.399051384594705,0.374785174472217,0,0.391799062807465
37058,w672365747,"672365747",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19272470474243,,,,"171",2023.24920313738,0,0,0,0.953414169947306,0.880957330952143,0.372826433632283,1,,,,0.345341416994731,0.36687430017989,0,0.282401409034434
37059,w672365748,"672365748",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12308406829834,2,,,"171",1987.53024559324,1,0,0,0.954187954796685,0.883058940598186,0.473296432049065,,1,,,0.395418795479669,0.367449379078974,0,0.382699935729081
37060,w672365749,"672365749",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75528740882874,,,,"171",2016.20190138217,0,0,0,0.958274584346347,0.881371975677679,0.323860713220921,,,,,0.0958274584346347,0.367929312004805,0,0.283637244870471
37061,w672365750,"672365750",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.075523853302,3,,,"171",1973.70462737374,1,0,0,0.965827512741089,0.88387240366123,0.525746363097402,1,1,,,0.646582751274109,0.369939983280464,0,0.385650498368334
37062,w672365751,"672365751",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58811330795288,,,,"171",2000.85588085091,0,0,0,0.949020963244968,0.88227489521941,0.372145426931905,1,,,,0.344902096324497,0.366259171692876,0,0.281368985572212
37063,w672365752,"672365752",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13342571258545,,,,"171",2066.26934010871,0,0,0,0.931850825415717,0.878426139085155,0.368134085945917,1,,,,0.343185082541572,0.362055392900174,0,0.276884013308187
37064,w672365753,"672365753",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81852626800537,,,,"171",2091.26676239449,0,0,0,0.946460819244385,0.876955356413598,0.370835467310917,,,1,,0.0946460819244385,0.514683235131597,0,0.280462972631776
37065,w672365754,"672365754",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30319976806641,,,,"171",2061.09558536594,0,0,0,0.941075558132595,0.878730549225351,0.420024694010322,1,,1,,0.34410755581326,0.513961221471589,0,0.279205416994416
37066,w672365755,"672365755",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39183044433594,,,,"124",2174.78590333163,0,0,0,0.906757439507379,0.872041309523909,0.362157684330062,,,1,,0.0906757439507379,0.505759749806258,0,0.27029142535304
37067,w672365756,"672365756",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75528740882874,,,,"124",2152.14403561157,0,0,0,0.958274584346347,0.873373497551685,0.372660941502022,,,1,,0.0958274584346347,0.516329616379606,0,0.283237320964171
37068,w672365758,"672365758",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94625353813171,,,,"124",2235.2823555231,0,0,0,0.978374960687425,0.868481857170917,0.375947270713123,,,1,,0.0978374960687425,0.519371363571668,0,0.288017833030402
37069,w672365759,"672365759",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94625353813171,,,,"124",2227.87719924458,0,0,0,0.978374960687425,0.868917557116699,0.37601262570499,,,1,,0.0978374960687425,0.519458503560825,0,0.288039618027691
37070,w672365760,"672365760",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14555764198303,,,,"124",2162.90886533898,0,0,0,0.965049359533522,0.872740123244353,0.373920890393357,,,1,,0.0965049359533522,0.517557896555575,0,0.284899346045598
37071,w672365761,"672365761",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38410902023315,,,,"171",2118.01787663104,0,0,0,0.940176566441854,0.87538139111373,0.41934252195543,1,,1,,0.344017656644185,0.513111591511117,0,0.27881321116615
37072,w672365762,"672365762",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galleria Posidonia,,,0.853753864765167,,,,"171",2152.36492711548,0,0,0,0.990513845947054,0.873360500875766,0.429106844320776,1,,1,,0.349051384594705,0.522774869364564,0,0.291296486530552
37073,w672365763,"672365763",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81274795532227,,,,"171",2181.80442188442,0,0,0,0.957636133829753,0.871628358326405,0.422271480514911,1,,1,,0.345763613382975,0.515852898431232,0,0.282990451373758
37074,w672365764,"672365764",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09820652008057,,,,"171",2198.42758038816,0,0,0,0.932242149776883,0.870650295340776,0.417045974256493,1,,1,,0.343224214977688,0.510578489023532,0,0.276593052211259
37075,w672365765,"672365765",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75879526138306,,,,"171",2139.14934066717,0,0,0,0.936013385984633,0.874138071271642,0.418323387887673,1,,1,,0.343601338598463,0.512030291451255,0,0.27771025005974
37076,w672365766,"672365766",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,"171",2246.28567576886,0,0,0,1,0.867834450707881,0.380175167606182,,,1,,0.1,0.523566890141576,0,0.293391722535394
37077,w672365767,"672365767",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94625353813171,,,,"171",2243.11967027152,0,0,0,0.978374960687425,0.86802073015583,0.42587810166086,1,,1,,0.347837496068743,0.519279138168651,0,0.287994776679648
37078,w672365768,"672365768",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55974674224854,,,,"171",2210.41457312301,0,0,0,0.971558369530572,0.869945012172099,0.424803425731929,1,,1,,0.347155836953057,0.518300676340534,0,0.286386842991248
37079,w672365769,"672365769",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92511701583862,,,,"171",2179.7522301945,0,0,0,0.956387588712904,0.871749103895358,0.422039883326884,1,,1,,0.34563875887129,0.515627338521652,0,0.282684352372994
37080,w672365770,"672365770",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70712876319885,,,,"171",2251.70434491319,0,0,0,0.981031902631124,0.867515630447565,0.426333725093359,2,,1,,0.348103190263112,0.519709506615738,0,0.288633757180159
37081,w672365771,"672365771",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81852626800537,,,,"171",2292.19946776512,0,0,0,0.946460819244385,0.865133003779412,0.419062114415789,1,,1,,0.344646081924438,0.512318764604759,0,0.279871855000067
